monstats_id,display_name,name_str,base_id,ai,enabled,threat,superunique_refs,raw_family,family_group,broad_archetype,family_source,classification_confidence,combat_relevant,danger_priority,danger_label,combat_tags,threat_vector_primary,threat_vector_secondary,engagement_profile,mobility_class,burst_pressure_rating,control_pressure_rating,attrition_pressure_rating,spawn_pressure_rating,threat_rollup_rating,threat_intensity_rating,human_consensus_score,human_consensus_band,consensus_source_bucket,target_priority_score,avoidance_priority,needs_line_of_sight_break,needs_corpse_control,needs_debuff_response,is_light_mover,is_exploder,is_archer,is_ranged_attacker,is_life_drain,is_mana_drain,is_viper_cloud,is_frenzy_melee,is_projectile_burst,is_debuff_source,is_critical_threat,is_super_critical_threat
wraith8,Specter,Specter,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
wraith3,Specter,Specter,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
wraith6,Ghost,Ghost,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
wraith1,Ghost,Ghost,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
wraith5,Dark Shape,DarkShape,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
wraith4,Apparition,Apparition,wraith1,Wraith,1,10,,wraith,spirit_undead,spirit,mon_type,high,True,4,high,archer|archetype_spirit|aura_scaling|life_drain|light_mover|mana_drain|ranged_attacker,attrition_drain,ranged_pressure,ranged_pressure,fast,0,0,3,0,2,4,57,dangerous,community_dangerous,86,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
skmage_pois3,Burning Dead Mage,BurningDeadMage,skmage_pois1,SkeletonMage,1,10,Boneash,skeleton,skeleton_undead,undead,mon_type,high,True,4,high,archer|archetype_undead|aura_scaling|elemental_fire|elite_unique|ranged_attacker|ranged_magic|superunique,ranged_pressure,none,ranged_pressure,kiting,0,0,1,0,0,4,47,caution,mechanics_inferred,77,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
unraveler7,Unraveler,Unraveler,unraveler1,GreaterMummy,1,10,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler3,Unraveler,Unraveler,unraveler1,GreaterMummy,1,12,Ancient Kaa the Soulless,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|elite_unique|high_threat|melee_attacker|resurrector|summoner|superunique,spawn_pressure,melee_pressure,support_spawner,standard,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy4,Preserved Dead,PreservedDead,mummy1,Mummy,1,10,,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler9,Horadrim Ancient,Horadrim Ancient,unraveler1,GreaterMummy,1,10,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler8,Horadrim Ancient,Horadrim Ancient,unraveler1,GreaterMummy,1,10,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler4,Horadrim Ancient,Horadrim Ancient,unraveler1,GreaterMummy,1,12,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|high_threat|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler1,Hollow One,HollowOne,unraveler1,GreaterMummy,1,12,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|high_threat|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler6,Guardian,Guardian,unraveler1,GreaterMummy,1,10,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
unraveler2,Guardian,Guardian,unraveler1,GreaterMummy,1,12,,unraveler,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|corpse_or_spawn_pressure|elemental_cold|high_threat|melee_attacker|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,standard,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy3,Embalmed,Embalmed,mummy1,Mummy,1,10,,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy1,Dried Corpse,DriedCorpse,mummy1,Mummy,1,10,,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy2,Decayed,Decayed,mummy1,Mummy,1,10,Leatherarm,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|elite_unique|melee_attacker|superunique,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy6,Cadaver,Cadaver,mummy1,Mummy,1,10,,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mummy5,Cadaver,Cadaver,mummy1,Mummy,1,10,,mummy,mummy_undead,undead,mon_type,high,True,4,high,archetype_undead|elemental_cold|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,4,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maggotqueen1,Sand Maggot Queen,SandMaggotQueen,maggotqueen1,SandMaggotQueen,1,10,Coldworm the Burrower,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|elite_unique|melee_attacker|superunique,melee_pressure,none,frontline_melee,standard,0,0,1,0,0,4,40,caution,mechanics_inferred,74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maggotbaby6,Blood Maggot Young,WorldKillerYoung,maggotbaby1,MaggotLarva,1,10,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
maggotbaby5,Blood Maggot Young,WorldKillerYoung,maggotbaby1,MaggotLarva,1,9,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
maggotqueen5,Blood Maggot Queen,WorldKillerQueen,maggotqueen1,SandMaggotQueen,1,10,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
sandmaggot7,Blood Maggot,WorldKiller,sandmaggot1,SandMaggot,1,10,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
sandmaggot6,Blood Maggot,WorldKiller,sandmaggot1,SandMaggot,1,10,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
sandmaggot5,Blood Maggot,WorldKiller,sandmaggot1,SandMaggot,1,10,,sandmaggot,maggot_insectoid,insectoid,mon_type,high,True,4,high,archetype_insectoid|elemental_poison|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,0,0,3,0,2,4,40,caution,mechanics_inferred,78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
batdemon3,Gloombat,Gloombat,batdemon1,BatDemon,1,10,Icehawk Riftwing,batdemon,imp_pack,demon,mon_type,high,True,4,high,archetype_demon|elite_unique|light_mover|melee_attacker|superunique,melee_pressure,none,frontline_melee,fast,0,0,0,0,0,4,40,caution,mechanics_inferred,70,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
imp5,Demon Sprite,Imp5,imp1,Imp,1,10,Magma Torquer,imp,imp_pack,demon,mon_type,high,True,4,high,archetype_demon|elite_unique|light_mover|melee_attacker|superunique,melee_pressure,none,frontline_melee,fast,0,0,0,0,0,4,40,caution,mechanics_inferred,70,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
imp1,Demon Imp,Imp1,imp1,Imp,1,11,,imp,imp_pack,demon,mon_type,high,True,4,high,archetype_demon|high_threat|light_mover|melee_attacker,melee_pressure,none,frontline_melee,fast,1,0,1,0,1,4,48,caution,mechanics_inferred,80,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
imp3,Demon Gremlin,Imp3,imp1,Imp,1,10,Dac Farren,imp,imp_pack,demon,mon_type,high,True,4,high,archetype_demon|elite_unique|light_mover|melee_attacker|superunique,melee_pressure,none,frontline_melee,fast,0,0,0,0,0,4,40,caution,mechanics_inferred,70,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
batdemon4,Blood Diver,BloodDiver,batdemon1,BatDemon,1,10,,batdemon,imp_pack,demon,mon_type,high,True,4,high,archetype_demon|life_drain|light_mover|melee_attacker,attrition_drain,melee_pressure,frontline_melee,fast,0,0,2,0,1,4,40,caution,mechanics_inferred,74,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
bloodgolem,Blood Golem,BloodGolem,bloodgolem,NecroPet,1,11,,golem,golem_construct,summon,mon_type,high,True,4,high,archetype_summon|high_threat|life_drain|melee_attacker,attrition_drain,melee_pressure,frontline_melee,standard,1,0,3,0,2,4,48,caution,mechanics_inferred,88,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
sandraider3,Invader,Invader,sandraider1,SandRaider,1,10,Fire Eye,sandraider,goatman_clan,humanoid,mon_type,high,True,4,high,archetype_humanoid|aura_scaling|elite_unique|heavy_melee|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,1,0,0,0,0,4,40,caution,mechanics_inferred,76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
goatman9,Blood Clan,BloodClan,goatman1,Goatman,1,10,,goatman,goatman_clan,humanoid,mon_type,high,True,4,high,archetype_humanoid|aura_scaling|heavy_melee|life_drain|melee_attacker,attrition_drain,melee_pressure,rushdown_melee,slow_heavy,1,0,2,0,2,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
goatman3,Blood Clan,BloodClan,goatman1,Goatman,1,10,,goatman,goatman_clan,humanoid,mon_type,high,True,4,high,archetype_humanoid|aura_scaling|heavy_melee|life_drain|melee_attacker,attrition_drain,melee_pressure,rushdown_melee,slow_heavy,1,0,2,0,2,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
bonefetish1,Undead Rat Man,Undead RatMan,bonefetish1,Fetish,1,10,,undeadfetish,fetish_tribe,undead,mon_type,high,True,4,high,archetype_undead|doll_exploder|explode|light_mover|melee_attacker|on_death_hazard,on_death_burst,melee_pressure,suicide_rusher,fast,2,0,0,0,1,4,55,dangerous,mechanics_inferred,85,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
bonefetish3,Undead Flayer,Undead Flayer,bonefetish1,Fetish,1,10,,undeadfetish,fetish_tribe,undead,mon_type,high,True,4,high,archetype_undead|doll_exploder|explode|light_mover|melee_attacker|on_death_hazard,on_death_burst,melee_pressure,suicide_rusher,fast,2,0,0,0,1,4,55,dangerous,mechanics_inferred,85,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
bonefetish2,Undead Fetish,Undead Fetish,bonefetish1,Fetish,1,10,,undeadfetish,fetish_tribe,undead,mon_type,high,True,4,high,archetype_undead|doll_exploder|explode|light_mover|melee_attacker|on_death_hazard,on_death_burst,melee_pressure,suicide_rusher,fast,2,0,0,0,1,4,55,dangerous,mechanics_inferred,85,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
fetishshaman7,Stygian Doll Shaman,StygianDollShaman,fetishshaman1,FetishShaman,1,10,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|corpse_or_spawn_pressure|doll_exploder|explode|light_mover|melee_attacker|on_death_hazard|ranged_magic|resurrector|summoner,on_death_burst,spawn_pressure,suicide_rusher,fast,2,0,0,5,4,4,91,run_ending,community_run_ending,100,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
fetishshaman5,Stygian Doll Shaman,StygianDollShaman,fetishshaman1,FetishShaman,1,12,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|corpse_or_spawn_pressure|doll_exploder|explode|high_threat|light_mover|melee_attacker|on_death_hazard|ranged_magic|resurrector|summoner,on_death_burst,spawn_pressure,suicide_rusher,fast,3,0,1,5,4,5,99,run_ending,community_run_ending,100,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
fetishshaman8,Soul Killer Shaman,SoulKillerShaman,fetishshaman1,FetishShaman,1,10,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archer|archetype_demon|aura_scaling|corpse_or_spawn_pressure|doll_exploder|elemental_lightning|explode|life_drain|light_mover|on_death_hazard|ranged_attacker|ranged_magic|resurrector|summoner,on_death_burst,spawn_pressure,suicide_rusher,fast,2,0,3,5,5,4,98,run_ending,community_run_ending,100,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
fetishshaman1,RatMan Shaman,RatManShaman,fetishshaman1,FetishShaman,1,12,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fetishshaman6,Flayer Shaman,FlayerShaman,fetishshaman1,FetishShaman,1,10,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fetishshaman3,Flayer Shaman,FlayerShaman,fetishshaman1,FetishShaman,1,12,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fetishshaman2,Fetish Shaman,FetishShaman,fetishshaman1,FetishShaman,1,12,,fetish,fetish_tribe,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman5,Warped Shaman,WarpedShaman,fallenshaman1,FallenShaman,1,12,Baal Subject 1,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|elite_unique|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner|superunique,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman1,Fallen Shaman,FallenShaman,fallenshaman1,FallenShaman,1,12,Bishibosh,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|elite_unique|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner|superunique,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman7,Devilkin Shaman,DevilkinShaman,fallenshaman1,FallenShaman,1,10,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman3,Devilkin Shaman,DevilkinShaman,fallenshaman1,FallenShaman,1,12,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman8,Dark Shaman,DarkShaman,fallenshaman1,FallenShaman,1,10,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman4,Dark Shaman,DarkShaman,fallenshaman1,FallenShaman,1,12,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman6,Carver Shaman,CarverShaman,fallenshaman1,FallenShaman,1,10,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,0,0,0,5,2,4,40,caution,mechanics_inferred,86,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
fallenshaman2,Carver Shaman,CarverShaman,fallenshaman1,FallenShaman,1,12,,fallen,fallen_clan,demon,mon_type,high,True,4,high,archetype_demon|corpse_or_spawn_pressure|high_threat|light_mover|melee_attacker|ranged_magic|resurrector|summoner,spawn_pressure,melee_pressure,support_spawner,fast,1,0,1,5,4,5,48,caution,mechanics_inferred,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
overseer1,Overseer,OverSeer,overseer1,Overseer,1,10,Siege Boss,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|elite_unique|melee_attacker|superunique,debuff_control,melee_pressure,frontline_melee,standard,0,2,0,0,1,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
overseer3,Overlord,OverLord,overseer1,Overseer,1,10,Sharp Tooth Sayer,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|elite_unique|melee_attacker|superunique,debuff_control,melee_pressure,frontline_melee,standard,0,2,0,0,1,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
overseer2,Lasher,Lasher,overseer1,Overseer,1,10,,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|melee_attacker,debuff_control,melee_pressure,frontline_melee,standard,0,2,0,0,1,4,40,caution,mechanics_inferred,76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
overseer6,Hell Whip,HellWhip,overseer1,Overseer,1,10,,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|elemental_fire|melee_attacker,debuff_control,melee_pressure,frontline_melee,standard,0,2,0,0,1,4,40,caution,mechanics_inferred,76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
overseer5,Hell Whip,HellWhip,overseer1,Overseer,1,10,,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|elemental_fire|melee_attacker,debuff_control,melee_pressure,frontline_melee,standard,0,2,0,0,1,4,40,caution,mechanics_inferred,76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
overseer4,Blood Boss,BloodBoss,overseer1,Overseer,1,10,,overseer,demonic_humanoid,humanoid,mon_type,high,True,4,high,archetype_humanoid|crowd_control|life_drain|melee_attacker,debuff_control,attrition_drain,frontline_melee,standard,0,2,2,0,2,4,40,caution,mechanics_inferred,84,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
gorgon4,gorgon4,,gorgon1,Idle,1,,,,demon_variant_untyped,demon,heuristic_demon_variant,medium,True,4,high,archetype_demon|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,2,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gorgon3,gorgon3,,gorgon1,Idle,1,,,,demon_variant_untyped,demon,heuristic_demon_variant,medium,True,4,high,archetype_demon|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,2,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gorgon2,gorgon2,,gorgon1,Idle,1,,,,demon_variant_untyped,demon,heuristic_demon_variant,medium,True,4,high,archetype_demon|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,2,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gorgon1,gorgon1,,gorgon1,Idle,1,,,,demon_variant_untyped,demon,heuristic_demon_variant,medium,True,4,high,archetype_demon|melee_attacker,melee_pressure,none,frontline_melee,standard,0,0,0,0,0,2,40,caution,mechanics_inferred,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
venomlord,Venom Lord,VenomLord,venomlord,Megademon,1,10,Baal Subject 4,megademon,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|elemental_poison|elite_unique|heavy_melee|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,1,0,1,0,1,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
megademon3,Venom Lord,VenomLord,megademon1,Megademon,1,10,Infector of Souls|Winged Death,megademon,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|elemental_poison|elite_unique|heavy_melee|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,1,0,1,0,1,4,40,caution,mechanics_inferred,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
warbighead,Tainted,Tainted,warbighead,GenericPet,1,10,,demon,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,1,0,0,0,0,4,40,caution,mechanics_inferred,72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
minion9,Slayer,Slayerexp,minion1,Minion,1,10,,minion,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,1,0,0,0,0,4,40,caution,mechanics_inferred,72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
minion2,Slayer,Slayerexp,minion1,Minion,1,10,,minion,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,1,0,0,0,0,4,40,caution,mechanics_inferred,72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
megademon6,Pit Lord,PitLord,megademon1,Megademon,1,10,,megademon,demon_legion,demon,mon_type,high,True,4,high,archetype_demon|aura_scaling|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,1,0,0,0,0,4,40,caution,mechanics_inferred,72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
